UPS,AAPL,PFE,CRM,CVS,GOOG,KO,FB,IBM,AMZN
2,58,0,2,0,13,10,8,1,94
0,56,1,6,0,19,8,15,3,99
1,37,0,3,0,14,7,9,7,78
1,54,0,0,0,18,122,13,3,71
3,33,0,3,0,10,37,15,1,77
3,39,0,1,0,12,30,19,0,77
0,28,1,2,0,56,19,12,1,73
1,62,1,2,0,64,18,14,2,102
0,62,0,2,0,25,7,17,1,50
0,70,1,3,2,26,16,6,2,54
1,45,0,1,0,69,10,11,2,70
2,72,0,2,0,13,12,5,0,55
1,42,0,1,0,17,9,7,3,69
4,43,0,0,0,11,8,8,3,72
3,25,0,0,2,13,4,10,1,68
0,41,1,3,0,27,9,14,3,67
0,29,1,2,0,16,5,12,1,54
0,38,0,0,0,22,7,7,1,58
0,24,0,0,1,23,9,9,1,34
0,24,0,2,0,14,3,16,2,43
0,22,0,0,2,15,2,9,1,63
1,38,0,1,0,20,5,13,0,52
2,23,1,1,0,16,9,8,0,61
0,30,0,3,0,22,13,17,0,59
1,23,0,0,0,12,6,7,0,57
2,36,0,1,0,13,4,9,1,57
1,49,0,1,0,12,7,10,1,38
3,45,1,1,0,11,6,14,3,64
2,31,0,2,0,11,0,10,1,44
3,45,1,5,0,10,1,12,1,54
2,42,0,1,0,9,3,9,1,44
1,44,1,3,1,49,5,10,3,49
1,12,0,2,4,6,1,7,0,21
1,33,0,5,1,4,6,8,1,31
1,22,3,2,0,1,3,8,0,54
0,29,0,1,0,5,6,7,1,36
1,20,0,0,0,8,2,5,1,36
1,53,0,2,0,11,3,19,2,43
1,19,1,0,1,7,4,2,2,42
2,16,1,0,1,6,3,19,1,58
0,24,0,1,0,12,7,12,4,41
1,21,0,3,0,11,5,10,2,34
0,25,1,4,0,8,7,7,1,22
0,9,0,1,0,12,1,13,0,27
0,10,0,1,0,24,6,13,0,24
0,19,1,0,0,15,9,16,0,37
1,26,1,0,1,11,5,8,4,43
0,15,0,0,0,16,8,8,2,31
1,11,0,2,0,6,9,6,3,25
0,18,0,2,0,55,4,14,0,30
0,31,1,0,1,12,7,10,0,25
4,13,0,2,0,21,4,9,0,11
0,19,0,2,0,6,5,8,0,25
4,18,1,1,0,14,15,9,2,20
0,13,1,0,0,9,5,5,0,37
2,26,0,2,0,8,5,9,0,23
0,12,0,2,0,12,4,6,0,21
1,27,1,1,0,50,8,9,2,31
0,17,0,0,0,11,11,6,0,35
0,30,0,1,0,10,12,13,2,17
0,15,0,0,0,10,14,17,2,30
2,24,0,2,0,27,3,6,3,26
1,12,0,7,0,11,5,5,1,25
0,20,2,2,0,8,8,9,1,14
0,14,3,1,0,10,8,10,2,24
1,15,0,1,1,10,2,9,3,25
0,26,0,0,0,36,4,18,2,38
2,18,1,0,0,10,4,13,4,29
1,5,0,1,0,5,4,8,2,20
0,9,0,3,0,6,11,12,1,17
0,14,2,0,1,13,8,11,2,28
0,18,0,3,0,15,19,9,5,21
0,13,0,0,0,14,11,14,3,27
0,12,0,10,0,7,17,7,4,27
1,17,1,4,0,17,14,7,4,34
0,10,2,2,0,10,16,10,2,22
0,15,0,3,0,7,10,9,6,25
1,11,0,4,0,11,4,11,1,29
0,9,1,3,0,9,2,14,7,22
1,9,0,3,0,11,11,10,4,21
0,10,2,5,0,7,13,10,0,19
0,13,0,5,0,7,11,16,2,11
0,14,1,4,2,11,14,6,7,21
0,13,2,1,0,17,19,19,5,22
2,13,1,2,0,18,14,12,4,22
0,24,0,1,1,14,13,15,10,36
0,14,1,1,1,15,11,13,4,45
0,16,2,2,0,46,6,7,2,37
3,16,1,2,1,16,7,16,6,36
1,16,0,4,0,6,21,15,6,40
2,16,1,3,1,55,22,12,7,24
0,38,0,3,1,110,23,16,1,37
1,11,0,3,0,15,20,20,3,40
0,21,0,3,0,12,6,10,2,40
0,12,3,1,1,9,9,24,6,42
1,15,2,1,1,29,10,23,4,35
0,28,0,3,0,25,22,18,3,29
0,37,2,0,0,27,35,25,6,28
0,11,1,0,0,10,20,18,3,35
2,17,0,0,0,13,23,19,1,59
0,19,1,2,0,12,9,17,3,28
1,25,1,2,0,12,19,14,1,29
1,28,0,3,0,12,11,29,3,31
1,24,0,2,0,10,10,23,3,51
0,30,0,1,0,22,8,19,5,37
2,22,0,1,0,11,11,20,7,31
2,17,0,2,0,24,30,21,7,38
0,32,0,2,0,12,17,23,3,39
0,24,0,1,0,15,11,19,5,45
3,20,0,3,0,22,28,26,7,32
2,38,0,2,0,15,9,21,4,17
4,36,0,7,0,14,12,24,4,35
2,31,1,4,0,10,17,11,2,46
1,20,0,3,0,14,26,24,1,45
2,19,1,2,0,10,29,26,6,61
3,23,0,3,1,43,20,18,6,89
4,25,0,2,0,38,30,11,4,43
4,23,0,0,0,45,68,16,2,38
3,21,1,5,1,56,35,26,2,44
2,25,1,1,0,52,26,14,4,41
1,20,1,3,0,19,14,18,3,39
4,35,0,3,0,51,23,37,5,34
6,46,1,3,0,49,29,28,2,52
2,39,3,3,0,28,47,11,2,42
5,33,0,3,0,30,50,22,2,49
1,44,5,0,2,33,41,25,1,44
2,31,1,5,0,19,19,27,2,48
3,23,3,6,0,26,18,43,7,54
1,29,3,2,1,24,21,24,6,45
0,41,5,2,0,14,5,26,6,55
4,29,0,4,1,27,14,28,10,54
1,25,1,1,1,22,7,40,3,52
2,32,0,2,0,23,9,50,8,43
1,33,0,4,1,28,10,40,8,59
2,34,8,2,0,56,11,44,7,33
0,34,0,3,0,26,13,35,4,44
3,30,0,0,0,20,8,35,4,52
3,27,0,0,0,15,12,26,4,45
1,57,0,5,0,24,8,38,0,63
2,61,0,5,0,32,17,25,9,43
2,52,1,10,0,30,26,32,4,80
1,42,0,5,0,33,7,31,1,77
6,53,2,3,1,25,16,39,6,86
1,48,3,6,0,21,17,30,4,77
3,78,3,4,0,29,14,35,5,64
2,59,2,12,0,30,13,35,5,73
1,45,2,3,0,18,16,17,11,63
3,39,1,6,0,17,18,25,5,72
0,42,2,0,0,17,19,19,6,47
6,37,1,3,1,19,10,23,10,54
4,38,1,3,1,25,15,17,5,45
1,52,2,3,1,20,16,30,9,46
2,40,3,8,3,56,11,17,10,45
3,38,5,1,1,21,9,27,13,50
2,34,0,4,1,34,24,20,19,44
6,43,1,5,3,43,15,40,15,59
3,55,0,5,0,53,16,33,9,49
7,84,0,3,0,42,17,34,13,73
1,82,1,6,0,47,15,28,3,56
6,74,1,8,1,19,17,30,7,58
7,60,1,12,1,32,18,31,9,81
2,99,2,3,0,30,31,33,8,73
4,71,1,11,1,27,14,22,22,75
4,56,0,7,2,38,14,29,24,68
5,47,0,3,0,30,13,30,8,69
2,52,4,6,2,51,13,30,7,75
5,48,0,3,0,35,5,22,14,86
0,48,1,5,1,30,14,18,10,94
1,54,1,4,0,31,12,19,25,66
3,78,3,2,1,47,11,41,33,78
4,37,4,15,0,36,21,33,14,66
2,49,0,7,0,32,16,37,5,57
3,48,2,6,0,39,14,51,16,72
2,45,1,5,1,26,20,43,3,53
4,50,0,3,0,25,19,81,13,61
2,45,1,7,3,34,12,48,13,81
3,46,2,3,4,34,29,44,13,142
1,58,2,2,1,31,9,49,4,135
6,46,0,6,0,34,15,67,6,105
8,47,0,4,2,24,16,102,6,52
5,65,0,3,0,64,10,90,10,45
4,82,0,3,0,28,19,68,17,54
2,53,1,3,0,48,15,93,4,64
2,56,0,2,3,25,15,104,3,46
7,58,1,6,2,69,16,130,9,47
6,57,2,7,0,29,11,135,7,66
4,47,1,3,0,32,9,116,5,99
1,51,0,5,0,40,15,124,4,69
6,36,1,4,0,22,12,106,2,60
3,52,0,8,0,17,32,100,7,48
5,39,1,6,0,27,30,104,5,44
9,52,0,8,1,29,98,183,4,57
10,37,1,9,2,27,31,155,3,63
10,51,1,7,1,40,26,143,16,75
11,37,0,8,0,32,14,65,11,59
4,30,0,9,0,21,33,57,14,60
3,52,0,9,1,34,34,65,1,56
6,41,2,13,1,35,35,58,1,50
11,54,0,22,1,34,16,67,3,67
5,40,1,27,1,52,20,56,10,71
1,63,1,12,1,79,22,52,7,50
3,53,0,8,0,45,14,33,7,52
3,53,0,7,0,46,15,51,5,48
2,76,0,6,0,32,17,55,8,105
6,61,1,6,1,54,9,50,6,109
2,61,1,1,3,35,9,45,4,73
4,66,0,5,0,79,20,54,2,67
2,94,0,5,0,27,14,44,4,77
3,58,0,16,0,27,7,36,1,63
3,70,0,7,0,49,20,66,8,63
4,59,0,5,0,28,14,69,2,50
2,61,0,5,0,30,15,42,10,74
7,88,0,9,0,18,16,41,4,60
7,70,1,4,0,34,21,56,11,49
4,67,0,7,1,80,12,45,5,51
9,49,5,5,1,38,14,49,9,64
10,65,5,3,0,120,13,64,19,66
8,75,4,4,3,51,13,56,15,93
4,69,1,8,0,40,9,29,6,93
9,63,1,7,1,39,30,39,10,93
3,49,1,6,1,35,26,38,10,108
3,61,1,9,0,35,19,36,11,78
3,56,0,4,1,44,95,50,3,45
6,66,2,6,1,83,16,58,4,81
2,43,0,5,0,36,15,51,6,72
3,48,0,3,2,31,13,43,4,70
2,55,0,6,1,20,13,40,8,66
3,50,2,0,2,66,12,31,13,49
2,76,1,2,0,28,13,35,1,57
10,69,2,7,1,52,15,51,17,67
2,71,0,3,0,38,14,33,10,51
0,53,1,3,0,34,11,36,7,71
3,61,2,4,0,34,9,32,14,64
5,70,0,2,4,56,8,47,8,48
5,55,0,3,0,56,12,56,5,58
8,58,1,2,2,41,15,95,3,65
9,53,2,4,0,30,20,69,15,63
5,51,0,2,0,44,5,41,5,69
2,42,1,2,0,41,12,34,5,75
3,45,1,5,0,33,13,45,8,52
5,46,1,1,0,25,7,32,5,44
4,81,1,3,0,49,10,40,9,55
1,40,0,5,0,31,9,38,4,42
0,31,0,4,0,22,9,33,2,40
1,46,0,1,1,23,78,32,1,47
4,36,1,3,0,14,31,21,4,50
0,75,1,1,0,47,19,24,5,68
6,40,0,4,0,59,30,40,4,43
3,71,1,5,0,18,18,27,2,45
4,102,0,2,0,33,10,24,1,69
6,58,1,5,0,13,10,26,6,48
5,56,1,3,0,16,12,23,2,56
6,47,1,9,0,26,86,27,2,41
6,77,3,4,0,37,150,45,6,58
2,55,1,12,1,28,122,27,5,54
5,56,0,13,0,25,63,28,1,59
2,41,0,2,0,31,15,51,6,57
9,37,0,3,0,20,32,33,3,66
5,29,0,2,1,18,10,24,1,193
3,32,0,1,1,25,14,22,3,176
1,35,0,1,2,26,12,19,4,120
4,28,1,0,1,34,22,24,5,128
1,55,0,2,0,28,32,33,5,75
1,39,1,1,0,23,29,25,3,107
4,30,0,2,0,17,15,18,3,88
0,52,0,3,1,25,9,39,2,95
2,41,0,2,2,56,5,17,1,60
12,44,0,2,2,29,7,22,4,99
22,30,1,7,0,32,3,21,4,97
20,25,0,9,1,20,8,13,3,93
19,48,0,9,0,12,5,17,3,83
31,43,1,3,0,19,3,28,4,93
7,29,1,8,1,26,6,11,1,99
2,30,0,2,3,39,6,22,1,69
2,21,0,6,0,24,21,15,2,87
0,29,0,5,1,25,3,12,2,84
6,71,0,3,0,56,13,22,2,72
3,46,0,1,0,23,87,23,2,88
0,30,0,4,1,22,39,13,3,74
2,36,0,2,1,23,8,17,1,80
4,29,0,1,0,20,5,18,0,99
3,21,2,4,0,20,8,23,0,65
0,26,1,4,0,28,2,25,1,74
5,39,1,1,1,22,3,23,1,65
1,10,0,0,0,7,3,2,3,17
3,32,0,5,0,19,8,21,1,75
7,15,2,5,0,15,6,17,1,56
7,35,1,1,0,13,7,11,1,63
4,42,1,9,0,12,5,25,2,68
2,42,1,5,1,21,7,14,6,50
1,35,1,6,1,17,14,19,1,52
2,20,0,6,0,14,4,16,2,38
2,26,0,2,4,48,6,13,1,57
3,23,0,0,0,64,3,15,1,63
0,33,0,4,1,25,3,18,1,52
3,40,0,1,0,17,7,21,0,65
1,77,0,1,0,19,2,11,2,49
0,36,0,8,0,24,6,24,2,56
0,33,0,2,0,17,5,24,0,56
0,33,0,3,0,35,5,22,2,53
1,39,0,6,0,23,1,14,4,45
0,56,1,5,0,18,3,31,1,39
0,32,0,0,0,26,3,17,0,40
0,42,0,7,0,50,4,16,2,50
1,43,1,1,0,34,1,20,0,47
3,33,0,3,0,64,11,16,1,60
2,28,0,2,0,32,7,10,1,70
7,26,0,5,0,32,4,13,0,49
6,23,0,3,0,21,6,14,2,37
2,35,0,5,0,21,7,7,1,34
3,32,0,2,0,8,8,12,0,47
8,30,0,2,1,17,12,21,3,56
10,721,0,0,2,11,3,13,0,43
7,113,0,1,0,17,6,21,0,42
2,85,0,2,0,22,5,11,1,55
3,55,1,0,0,12,5,4,1,32
4,38,0,1,0,8,4,7,0,33
0,48,1,0,0,13,2,7,2,34
4,33,0,3,0,12,7,14,3,44
0,38,1,1,0,15,5,15,0,23
4,62,1,0,0,8,4,13,2,24
1,38,0,2,0,14,4,10,0,30
1,42,0,2,0,12,5,7,0,22
2,24,1,3,1,10,4,9,0,28
1,34,0,3,0,8,4,10,0,35
2,44,0,1,0,13,6,12,0,28
1,53,2,3,0,15,5,13,4,45
0,27,0,2,0,10,4,13,2,48
0,21,0,1,0,6,3,13,1,31
0,27,0,2,0,12,11,13,2,24
0,20,0,1,0,28,6,26,0,25
0,51,0,0,0,15,13,21,2,20
2,28,0,1,0,13,13,20,0,30
0,22,0,2,0,14,4,9,0,16
0,24,0,5,0,8,12,5,0,36
0,26,0,1,0,9,12,10,2,22
0,26,1,3,0,20,7,8,2,31
0,39,0,5,0,4,9,9,2,30
1,35,0,1,0,12,22,16,1,24
0,42,0,2,0,4,12,27,0,39
0,35,0,2,1,6,11,20,2,34
1,34,2,1,0,15,17,7,5,28
0,22,2,1,0,14,7,6,0,22
1,31,0,1,0,14,6,12,5,24
2,16,0,3,0,44,2,15,2,22
0,24,0,4,0,13,9,11,5,23
0,21,0,2,0,6,3,5,3,20
2,15,1,1,0,15,3,6,3,20
0,29,2,2,0,14,7,24,0,34
0,31,0,1,0,16,1,20,0,35
0,21,0,2,0,7,1,17,1,32
0,19,0,2,0,5,10,19,1,25
0,24,1,3,0,12,12,16,2,33
0,17,0,2,0,27,11,20,1,37
0,11,0,3,0,20,28,26,2,34
0,26,0,8,0,16,14,36,2,34
0,22,0,5,0,18,6,26,0,30
0,19,0,6,0,10,3,15,1,44
0,18,0,2,1,50,16,23,1,41
0,17,0,0,0,11,22,29,1,37
0,13,0,0,0,12,14,21,2,25
0,25,1,4,0,12,5,20,3,41
0,16,0,0,0,13,15,28,1,32
0,20,0,1,1,31,15,21,2,38
0,23,0,2,0,28,13,17,1,32
0,12,0,3,0,19,20,34,4,29
0,21,0,3,0,22,25,27,1,33
0,19,0,2,0,14,15,16,1,32
0,31,0,5,2,29,1,22,4,20
0,12,0,1,0,8,6,12,2,28
2,11,0,5,4,16,16,10,2,33
0,21,0,7,0,14,8,21,4,22
0,13,0,5,0,11,1,27,0,30
0,26,4,5,0,15,5,35,2,14
1,16,1,2,0,16,16,32,1,25
2,13,0,4,0,10,40,23,0,34
214,14,0,4,0,16,26,41,0,40
202,25,0,7,0,14,43,23,3,27
175,16,0,12,0,13,33,16,0,21
188,11,1,6,1,19,18,25,3,44
125,32,0,7,0,8,43,21,2,25
44,16,1,5,0,13,90,17,1,46
15,20,0,2,1,10,54,29,4,41
4,20,1,9,0,13,19,22,3,30
0,30,0,5,0,27,15,22,1,24
1,23,1,7,0,37,20,29,1,36
2,42,0,8,1,28,9,29,1,30
1,18,0,9,0,20,10,31,1,26
0,28,0,5,0,27,26,15,4,33
0,15,1,7,0,47,11,26,1,27
0,33,0,12,0,23,14,35,3,28
1,21,0,6,0,21,35,33,2,49
0,18,0,2,0,20,21,16,2,24
1,27,0,8,0,18,66,18,4,25
0,20,0,5,0,20,77,17,5,25
1,35,0,4,0,25,100,29,4,23
1,18,1,6,0,16,79,15,5,49
1,36,0,5,0,17,105,17,5,43
2,29,0,2,0,18,72,21,12,30
0,30,0,6,0,17,40,20,7,33
0,37,0,6,0,13,15,22,8,52
0,34,2,10,0,17,11,18,2,48
1,24,0,5,0,10,9,32,5,67
0,37,0,4,0,26,15,29,19,26
0,24,0,1,0,13,12,24,3,34
0,21,1,4,0,22,17,12,2,49
0,13,0,6,0,28,16,24,2,54
0,24,2,6,0,34,16,20,3,36
4,22,1,4,0,37,16,58,1,44
2,34,0,4,0,20,29,38,3,34
2,18,0,6,1,16,9,35,6,66
2,32,0,4,0,20,15,16,0,79
0,42,0,4,1,25,16,22,2,76
2,31,1,8,0,32,15,24,2,76
0,24,0,3,0,19,17,31,1,65
2,30,0,3,0,33,26,24,5,42
0,26,3,7,0,20,10,39,5,45
1,23,1,3,0,11,18,57,3,51
0,30,0,8,0,18,6,55,5,42
0,33,0,5,0,31,7,60,11,60
3,17,1,5,1,23,7,54,5,55
2,46,1,4,9,26,15,31,3,61
0,44,3,5,2,31,12,50,11,65
2,31,1,6,7,15,45,34,1,78
1,34,2,7,4,25,29,36,5,68
1,25,0,2,3,22,12,42,1,59
1,30,0,3,6,42,7,32,0,73
1,48,0,6,7,34,37,38,10,59
6,35,0,6,7,49,9,31,5,63
3,52,1,5,10,27,5,43,4,75
2,42,3,4,11,26,6,33,6,57
0,55,1,4,13,79,49,47,2,59
2,46,2,5,7,33,7,40,6,51
5,51,6,28,8,26,16,46,4,67
5,32,0,18,8,35,12,33,5,50
1,32,2,17,9,38,10,35,3,62
3,25,5,25,7,18,6,48,3,76
0,29,0,9,7,19,24,35,3,53
2,31,3,9,7,30,34,27,3,70
2,39,3,6,14,33,27,48,4,54
1,57,0,6,11,28,11,32,16,76
2,38,2,12,9,26,14,37,4,89
1,38,0,7,15,35,28,37,5,69
2,49,3,8,11,33,17,39,9,69
4,25,1,4,8,29,20,26,8,74
1,68,0,12,9,27,14,49,15,69
6,38,0,19,6,51,13,47,12,83
2,40,2,5,2,31,10,95,6,65
3,48,1,14,8,41,7,126,10,100
5,24,1,4,1,40,14,72,5,69
4,31,1,5,1,37,14,74,3,63
7,44,0,15,2,39,20,93,12,72
12,36,0,10,2,34,26,64,7,116
6,34,2,11,3,35,8,50,5,85
4,48,1,19,0,65,19,60,7,77
1,31,1,22,0,24,10,56,15,80
4,75,1,15,2,22,11,58,8,79
2,54,0,35,1,26,18,53,5,77
4,43,4,17,0,37,34,53,9,88
2,56,0,12,0,37,16,38,4,72
7,36,1,18,1,93,12,52,4,67
3,42,2,16,1,82,14,44,7,67
2,31,1,18,3,30,12,40,4,71
4,81,0,20,5,32,21,54,10,73
2,61,2,20,2,32,14,31,3,64
9,78,2,20,4,30,20,49,3,63
4,69,1,22,4,28,10,60,0,74
2,58,0,12,6,23,10,57,1,80
5,61,0,20,4,21,16,49,2,49
2,73,2,20,4,40,17,57,13,79
5,33,1,17,4,25,15,58,6,75
2,77,3,25,3,25,4,41,10,60
6,55,0,20,2,23,13,29,4,64
1,58,0,18,1,22,5,36,7,69
1,53,3,17,1,29,7,58,5,46
3,33,3,21,0,25,10,64,6,66
2,38,1,25,3,34,16,57,16,58
2,32,2,20,1,53,26,50,7,62
1,46,1,17,0,18,25,50,5,49
3,27,1,24,3,38,14,83,3,65
7,30,1,24,4,29,18,86,4,78
2,125,5,13,0,40,22,62,6,76
1,858,1,14,0,46,10,42,5,104
2,415,1,20,2,24,16,33,7,324
4,218,0,25,0,28,8,95,12,188
2,135,0,18,0,25,87,21,5,144
1,97,1,28,0,38,31,35,4,131
5,112,0,23,0,88,30,36,6,95
2,86,0,26,1,35,19,31,4,112
0,76,1,21,0,28,16,29,14,115
2,79,0,19,3,23,11,37,3,103
4,104,0,24,1,32,11,28,6,108
3,133,0,20,0,24,23,45,7,99
2,144,0,32,0,28,19,49,9,96
4,106,2,31,0,29,21,50,6,80
3,100,2,33,1,25,17,46,8,53
3,99,3,26,1,20,15,50,10,74
6,94,0,10,2,17,18,28,4,80
3,96,0,22,2,22,20,31,9,74
2,95,1,25,0,16,19,55,11,75
3,92,2,23,0,11,24,47,8,90
5,73,0,30,2,20,21,37,2,58
5,79,3,16,2,16,21,37,8,70
7,84,0,22,3,19,15,54,5,53
4,55,2,14,2,12,17,54,14,75
3,76,2,29,3,27,14,46,6,61
2,56,0,15,1,10,12,30,1,83
1,64,0,15,2,20,16,25,2,61
5,58,4,15,2,25,14,35,5,64
3,68,3,21,0,11,15,28,10,103
3,46,1,26,0,15,13,57,3,96
6,50,0,31,0,22,14,63,5,98
5,50,0,21,0,32,8,28,4,53
10,59,0,16,0,30,13,25,2,74
188,66,3,22,0,24,16,46,7,61
190,73,1,21,0,30,13,43,11,67
167,83,0,19,0,13,15,227,4,45
6,69,1,16,2,19,10,59,13,73
4,82,0,15,2,24,10,78,4,50
5,61,0,21,2,17,21,59,4,65
7,61,1,22,1,21,9,39,2,75
3,84,1,23,2,55,10,51,4,57
2,49,1,20,3,20,14,40,5,41
1,50,0,14,0,26,14,28,3,90
4,46,0,23,0,23,31,69,2,89
3,159,0,14,0,31,19,13,10,85
7,84,4,15,0,19,84,18,2,74
3,65,1,22,2,23,37,47,5,53
0,39,3,33,0,17,19,25,4,63
4,49,0,28,1,25,23,56,3,71
2,100,1,15,0,12,9,33,3,45
2,69,1,16,0,18,22,40,11,58
4,50,1,18,2,11,8,31,0,50
7,41,0,17,0,18,19,21,3,54
1,73,0,14,0,13,15,20,12,73
4,56,2,18,0,22,20,34,5,66
2,60,0,32,0,16,10,25,11,86
1,59,1,24,0,12,14,58,3,73
5,31,0,23,1,21,19,40,6,67
4,41,0,28,0,19,9,38,2,42
2,48,1,17,0,18,15,30,2,59
3,48,1,12,0,24,25,32,5,40
5,47,0,15,0,14,7,25,13,70
15,78,2,17,1,25,9,31,2,57
11,33,1,15,0,25,9,28,6,57
2,36,1,10,0,13,13,28,2,84
4,39,1,19,1,13,11,23,1,38
3,105,0,16,0,20,11,23,1,51
3,91,0,12,0,16,5,25,7,101
3,75,0,11,0,13,12,23,4,85
6,57,2,14,1,70,20,24,2,68
3,47,1,8,0,26,11,24,1,68
2,25,0,15,0,20,25,19,2,57
5,46,0,9,0,32,8,33,6,81
5,43,1,10,2,22,52,44,11,59
2,47,0,14,1,10,27,23,1,58
3,42,2,13,0,44,23,28,4,40
1,49,0,11,0,16,27,21,3,49
4,41,0,11,1,11,25,13,3,48
1,41,0,7,0,20,23,25,5,61
8,43,1,11,2,9,5,17,6,53
6,29,0,14,0,12,18,14,0,53
3,53,0,17,3,51,13,17,4,60
5,48,0,15,0,8,12,13,2,42
6,32,0,16,0,14,17,21,2,61
6,41,0,17,0,15,6,23,6,60
5,32,0,11,0,23,6,10,5,42
4,37,2,13,0,12,10,21,4,55
6,52,0,10,0,9,1,11,7,47
1,56,0,6,0,14,9,27,4,81
4,47,0,16,0,11,11,14,2,55
1,63,0,20,0,19,13,10,0,64
2,48,0,10,0,14,9,11,2,63
1,38,0,4,0,33,7,19,2,95
2,30,0,9,3,18,3,21,4,46
2,25,0,5,0,20,4,21,3,60
2,41,0,7,0,9,3,14,0,50
1,51,1,6,0,19,6,15,4,51
2,47,5,1,0,21,9,16,3,51
2,30,0,8,0,16,6,10,2,58
0,42,0,23,0,17,5,17,4,65
0,45,0,7,0,15,9,17,2,49
1,33,0,4,0,6,6,16,6,51
1,78,0,8,0,14,3,12,6,63
0,55,0,10,0,22,4,10,0,53
0,47,0,7,2,25,16,21,0,61
2,54,0,9,1,11,7,14,3,52
6,44,0,9,0,12,4,14,3,33
3,33,0,11,0,13,9,16,1,45
3,36,0,10,0,23,11,14,3,47
3,42,1,8,1,4,12,11,2,36
4,28,0,14,1,13,9,15,2,26
0,25,1,3,1,8,9,10,3,35
4,26,0,6,0,11,8,18,4,54
2,35,0,5,1,12,4,7,2,46
2,21,0,17,0,9,3,11,3,40
0,16,0,10,0,14,2,15,0,30
0,27,0,8,0,12,1,12,2,52
2,315,0,13,0,4,9,7,2,61
0,114,0,7,0,19,10,15,2,46
1,123,1,3,0,16,3,8,1,32
0,75,0,5,0,49,4,11,3,32
0,46,0,3,0,1,1,18,0,48
0,33,1,5,0,13,10,5,1,50
1,42,0,4,0,46,2,7,1,52
3,32,0,3,0,9,9,12,0,32
0,25,0,8,0,9,14,11,1,43
4,38,0,8,0,14,9,14,1,20
2,26,0,7,0,5,5,14,1,15
1,26,0,6,0,10,5,8,3,35
2,52,0,3,0,8,0,8,0,26
0,40,0,10,0,8,1,11,1,37
2,22,0,6,0,8,12,6,5,31
0,42,1,7,0,10,12,9,0,47
0,40,0,4,0,7,3,9,2,37
4,22,0,1,0,9,3,9,1,24
3,32,0,7,0,4,8,10,0,39
3,17,1,2,0,10,7,15,0,25
0,18,0,6,0,9,8,9,0,27
1,39,0,6,0,5,2,10,0,30
1,29,0,5,0,8,5,18,1,30
0,49,1,5,0,22,11,11,4,32
0,32,0,1,0,12,14,10,3,37
1,26,0,0,0,14,9,16,0,20
0,21,0,3,0,13,5,7,2,23
1,27,0,7,0,12,9,10,2,28
1,30,0,3,0,4,9,5,1,31
0,29,0,5,0,6,12,9,3,31
0,43,0,2,0,9,7,18,0,34
1,25,1,2,0,6,8,7,4,27
1,32,0,2,0,5,13,8,1,14
0,37,0,3,1,5,9,9,5,12
0,19,1,3,1,17,9,11,5,21
2,25,0,3,0,7,18,12,0,28
2,26,0,0,1,16,10,13,0,19
0,31,0,0,0,7,12,5,1,13
0,28,1,2,0,5,7,9,1,12
0,43,0,3,0,7,6,30,3,21
2,21,1,5,1,10,12,11,2,29
0,33,0,2,0,2,5,20,6,21
0,31,1,2,0,8,5,47,2,25
1,24,0,4,0,57,10,9,2,33
1,20,0,3,0,5,15,10,2,24
0,15,0,3,0,6,14,16,2,30
0,18,0,3,0,13,15,17,1,20
1,20,0,3,0,8,13,18,3,54
0,27,0,5,0,11,6,19,5,25
0,22,0,6,0,5,5,19,3,34
0,18,0,7,0,11,6,18,2,30
0,20,0,1,0,14,8,13,1,19
0,15,0,4,0,7,6,7,1,24
0,15,0,3,0,6,8,12,2,11
0,20,0,3,0,11,8,33,1,17
0,191,0,1,0,11,7,20,1,17
0,462,0,1,0,13,8,33,1,17
1,212,1,5,0,16,6,14,10,28
0,127,0,2,0,6,11,9,2,32
0,100,0,3,0,17,7,9,3,45
1,105,1,2,0,12,6,7,1,29
1,75,0,0,0,14,19,15,2,37
1,103,0,3,0,7,19,37,1,36
2,104,0,8,0,13,21,15,4,49
0,63,0,3,0,16,16,12,7,45
0,83,1,6,0,7,17,12,5,32
0,62,0,3,1,11,20,16,7,35
0,74,0,5,1,10,20,14,2,27
0,75,2,3,0,12,16,9,2,36
0,62,0,5,0,16,21,15,2,38
0,57,0,6,0,8,32,8,2,23
0,70,0,2,0,9,33,8,0,23
0,47,0,0,0,6,48,9,0,33
0,48,0,2,1,16,56,11,2,35
0,60,0,1,0,12,41,14,0,28
2,52,3,3,1,15,39,18,5,47
2,55,0,5,0,11,36,17,1,57
1,59,0,7,0,14,20,14,0,47
2,58,0,1,6,8,26,15,2,65
0,64,0,1,0,12,41,18,1,35
0,51,0,2,0,3,41,15,2,28
1,51,0,1,0,7,34,13,6,38
2,60,0,3,0,15,24,14,4,40
0,67,0,8,0,11,29,12,3,38
0,63,1,0,0,9,23,11,4,36
0,70,0,2,0,8,40,18,2,44
0,53,2,0,0,17,33,14,4,37
0,69,1,3,0,45,32,9,1,42
0,65,0,6,0,14,42,10,2,34
0,42,0,5,1,10,28,13,2,59
2,58,0,7,0,18,12,8,1,43
0,46,0,12,0,10,16,16,4,67
0,58,3,8,0,6,18,27,1,64
0,58,1,9,0,12,23,19,5,45
1,53,0,8,0,49,18,10,11,35
1,53,0,9,0,14,11,19,5,34
1,62,2,10,0,18,20,22,5,32
3,59,0,6,0,13,11,37,3,38
1,48,2,17,0,11,12,31,3,52
